street,sq__ft,sale_date,price,latitude,longitude,city,state,zip,beds,baths,type,Empty Lot,Street Types
5201 LAGUNA OAKS DR Unit 172,722,Tue May 20 00:00:00 EDT 2008,100000,38.423251,-121.44448899999999,ELK GROVE,CA,95758,1,1,Condo,False,DR
1121 CREEKSIDE WAY,1080,Tue May 20 00:00:00 EDT 2008,106716,38.241514,-121.31219899999999,GALT,CA,95632,3,1,Residential,False,WAY
5307 CABRILLO WAY,1039,Tue May 20 00:00:00 EDT 2008,111000,38.527120000000004,-121.435348,SACRAMENTO,CA,95820,3,1,Residential,False,WAY
3725 DON JULIO BLVD,1051,Tue May 20 00:00:00 EDT 2008,111000,38.67895,-121.379406,NORTH HIGHLANDS,CA,95660,3,1,Residential,False,BLVD
4803 MCCLOUD DR,967,Tue May 20 00:00:00 EDT 2008,114800,38.682279,-121.35281699999999,SACRAMENTO,CA,95842,2,2,Residential,False,DR
10542 SILVERWOOD WAY,1098,Tue May 20 00:00:00 EDT 2008,120108,38.587156,-121.295778,RANCHO CORDOVA,CA,95670,3,1,Residential,False,WAY
6318 39TH AVE,1050,Tue May 20 00:00:00 EDT 2008,123225,38.518941999999996,-121.430158,SACRAMENTO,CA,95824,3,1,Residential,False,AVE
211 MCDANIEL CIR,1110,Tue May 20 00:00:00 EDT 2008,123750,38.636565000000004,-121.46038300000001,SACRAMENTO,CA,95838,3,2,Residential,False,CIR
3800 LYNHURST WAY,888,Tue May 20 00:00:00 EDT 2008,125000,38.650445,-121.37486100000001,NORTH HIGHLANDS,CA,95660,3,1,Residential,False,WAY
6139 HERMOSA ST,1120,Tue May 20 00:00:00 EDT 2008,125000,38.514665,-121.480411,SACRAMENTO,CA,95822,3,2,Residential,False,ST
2505 RHINE WAY,1080,Tue May 20 00:00:00 EDT 2008,126000,38.717976,-121.407684,ELVERTA,CA,95626,3,2,Residential,False,WAY
3692 PAYNE WAY,957,Tue May 20 00:00:00 EDT 2008,129000,38.666540000000005,-121.378298,NORTH HIGHLANDS,CA,95660,3,1,Residential,False,WAY
604 MORRISON AVE,952,Tue May 20 00:00:00 EDT 2008,134000,38.637678,-121.452476,SACRAMENTO,CA,95838,2,1,Residential,False,AVE
648 SANTA ANA AVE,1211,Tue May 20 00:00:00 EDT 2008,135000,38.658478,-121.45040900000001,SACRAMENTO,CA,95838,3,2,Residential,False,AVE
14 ASHLEY OAKS CT,1264,Tue May 20 00:00:00 EDT 2008,135500,38.61779,-121.436765,SACRAMENTO,CA,95815,3,2,Residential,False,CT
3174 NORTHVIEW DR,1080,Tue May 20 00:00:00 EDT 2008,140000,38.623816999999995,-121.477827,SACRAMENTO,CA,95833,3,1,Residential,False,DR
840 TRANQUIL LN,1266,Tue May 20 00:00:00 EDT 2008,140000,38.270617,-121.299205,GALT,CA,95632,3,2,Residential,False,LN
5333 PRIMROSE DR Unit 19A,994,Tue May 20 00:00:00 EDT 2008,142500,38.662785,-121.27627199999999,FAIR OAKS,CA,95628,2,2,Condo,False,DR
1035 MILLET WAY,1202,Tue May 20 00:00:00 EDT 2008,143500,38.631056,-121.48508000000001,SACRAMENTO,CA,95834,3,2,Residential,False,WAY
5201 LAGUNA OAKS DR Unit 126,0,Tue May 20 00:00:00 EDT 2008,145000,38.423251,-121.44448899999999,ELK GROVE,CA,95758,0,0,Condo,True,DR
3328 22ND AVE,722,Tue May 20 00:00:00 EDT 2008,145000,38.532727,-121.47078300000001,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
8001 HARTWICK WAY,1448,Tue May 20 00:00:00 EDT 2008,145000,38.488623,-121.410582,SACRAMENTO,CA,95828,4,2,Residential,False,WAY
7812 HARTWICK WAY,1188,Tue May 20 00:00:00 EDT 2008,145000,38.488611,-121.41280800000001,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
4207 PAINTER WAY,1183,Tue May 20 00:00:00 EDT 2008,146000,38.692915,-121.367497,NORTH HIGHLANDS,CA,95660,4,2,Residential,False,WAY
7458 WINKLEY WAY,1320,Tue May 20 00:00:00 EDT 2008,148500,38.487444,-121.49136599999999,SACRAMENTO,CA,95822,3,1,Residential,False,WAY
8354 SUNRISE WOODS WAY,1117,Tue May 20 00:00:00 EDT 2008,149000,38.473288000000004,-121.3963,SACRAMENTO,CA,95828,3,2,Residential,False,WAY
8116 COTTONMILL CIR,1364,Tue May 20 00:00:00 EDT 2008,150000,38.482876,-121.40591200000001,SACRAMENTO,CA,95828,3,2,Residential,False,CIR
4660 CEDARWOOD WAY,1310,Tue May 20 00:00:00 EDT 2008,150000,38.484834,-121.449316,SACRAMENTO,CA,95823,4,2,Residential,False,WAY
9254 HARROGATE WAY,1006,Tue May 20 00:00:00 EDT 2008,152000,38.420138,-121.41217900000001,ELK GROVE,CA,95758,2,2,Residential,False,WAY
6716 TAREYTON WAY,1104,Tue May 20 00:00:00 EDT 2008,156000,38.693723999999996,-121.30716899999999,CITRUS HEIGHTS,CA,95621,3,2,Residential,False,WAY
2028 ROBERT WAY,810,Tue May 20 00:00:00 EDT 2008,156000,38.609982,-121.41926299999999,SACRAMENTO,CA,95825,2,1,Residential,False,WAY
9346 AIZENBERG CIR,1123,Tue May 20 00:00:00 EDT 2008,156000,38.41875,-121.370019,ELK GROVE,CA,95624,2,2,Residential,False,CIR
4524 LOCH HAVEN WAY,904,Tue May 20 00:00:00 EDT 2008,157788,38.67273,-121.359645,SACRAMENTO,CA,95842,2,1,Residential,False,WAY
7140 BLUE SPRINGS WAY,1156,Tue May 20 00:00:00 EDT 2008,161653,38.720653000000006,-121.302241,CITRUS HEIGHTS,CA,95621,3,2,Residential,False,WAY
4631 11TH AVE,1321,Tue May 20 00:00:00 EDT 2008,161829,38.541965000000005,-121.452132,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
3228 BAGGAN CT,1392,Tue May 20 00:00:00 EDT 2008,165000,38.715346000000004,-121.38816299999999,ANTELOPE,CA,95843,3,2,Residential,False,CT
8515 DARTFORD DR,1439,Tue May 20 00:00:00 EDT 2008,168000,38.448288,-121.42071899999999,SACRAMENTO,CA,95823,3,2,Residential,False,DR
4500 TIPPWOOD WAY,1159,Tue May 20 00:00:00 EDT 2008,169000,38.69951,-121.35998899999998,SACRAMENTO,CA,95842,3,2,Residential,False,WAY
2460 EL ROCCO WAY,1671,Tue May 20 00:00:00 EDT 2008,175000,38.591477000000005,-121.31533999999999,RANCHO CORDOVA,CA,95670,3,2,Residential,False,WAY
8244 SUNBIRD WAY,1740,Tue May 20 00:00:00 EDT 2008,176250,38.457654,-121.431381,SACRAMENTO,CA,95823,3,2,Residential,False,WAY
5841 VALLEY VALE WAY,1265,Tue May 20 00:00:00 EDT 2008,179000,38.461283,-121.434322,SACRAMENTO,CA,95823,3,2,Residential,False,WAY
7863 CRESTLEIGH CT,1007,Tue May 20 00:00:00 EDT 2008,180000,38.710889,-121.358876,ANTELOPE,CA,95843,2,2,Residential,False,CT
7129 SPRINGMONT DR,1716,Tue May 20 00:00:00 EDT 2008,180400,38.417649,-121.420294,ELK GROVE,CA,95758,3,2,Residential,False,DR
8284 RED FOX WAY,1685,Tue May 20 00:00:00 EDT 2008,182000,38.417182000000004,-121.397231,ELK GROVE,CA,95758,4,2,Residential,False,WAY
2219 EL CANTO CIR,1829,Tue May 20 00:00:00 EDT 2008,184500,38.592383,-121.318669,RANCHO CORDOVA,CA,95670,4,2,Residential,False,CIR
8907 GEMWOOD WAY,1555,Tue May 20 00:00:00 EDT 2008,185000,38.435471,-121.44117299999999,ELK GROVE,CA,95758,3,2,Residential,False,WAY
5925 MALEVILLE AVE,1120,Tue May 20 00:00:00 EDT 2008,189000,38.666564,-121.325717,CARMICHAEL,CA,95608,4,2,Residential,False,AVE
7031 CANEVALLEY CIR,1137,Tue May 20 00:00:00 EDT 2008,194000,38.718693,-121.303619,CITRUS HEIGHTS,CA,95621,3,2,Residential,False,CIR
3949 WILDROSE WAY,1174,Tue May 20 00:00:00 EDT 2008,195000,38.543696999999995,-121.36668300000001,SACRAMENTO,CA,95826,3,1,Residential,False,WAY
4437 MITCHUM CT,1393,Tue May 20 00:00:00 EDT 2008,200000,38.704407,-121.36113,ANTELOPE,CA,95843,3,2,Residential,False,CT
2778 KAWEAH CT,0,Tue May 20 00:00:00 EDT 2008,201000,38.694052,-120.995589,CAMERON PARK,CA,95682,3,1,Residential,True,CT
1636 ALLENWOOD CIR,0,Tue May 20 00:00:00 EDT 2008,202500,38.879191999999996,-121.309477,LINCOLN,CA,95648,4,2,Residential,True,CIR
8151 QUAIL RIDGE CT,1289,Tue May 20 00:00:00 EDT 2008,205000,38.461296000000004,-121.39085800000001,SACRAMENTO,CA,95828,3,2,Residential,False,CT
4899 WIND CREEK DR,1799,Tue May 20 00:00:00 EDT 2008,205000,38.655887,-121.446119,SACRAMENTO,CA,95838,4,2,Residential,False,DR
2370 BIG CANYON CREEK RD,0,Tue May 20 00:00:00 EDT 2008,205000,38.74458,-120.79425400000001,PLACERVILLE,CA,95667,3,2,Residential,True,RD
6049 HAMBURG WAY,1953,Tue May 20 00:00:00 EDT 2008,205000,38.443253000000006,-121.431992,SACRAMENTO,CA,95823,4,3,Residential,False,WAY
4232 71ST ST,723,Tue May 20 00:00:00 EDT 2008,207000,38.536741,-121.42115,SACRAMENTO,CA,95820,2,1,Residential,False,ST
3361 BOW MAR CT,0,Tue May 20 00:00:00 EDT 2008,210000,38.69437,-120.996602,CAMERON PARK,CA,95682,2,2,Residential,True,CT
1889 COLD SPRINGS RD,948,Tue May 20 00:00:00 EDT 2008,211500,38.739774,-120.860243,PLACERVILLE,CA,95667,2,1,Residential,False,RD
5805 HIMALAYA WAY,1578,Tue May 20 00:00:00 EDT 2008,215000,38.696489,-121.32855500000001,CITRUS HEIGHTS,CA,95621,4,2,Residential,False,WAY
7944 SYLVAN OAK WAY,1317,Tue May 20 00:00:00 EDT 2008,215000,38.710388,-121.261096,CITRUS HEIGHTS,CA,95610,3,2,Residential,False,WAY
3139 SPOONWOOD WAY Unit 1,0,Tue May 20 00:00:00 EDT 2008,215500,38.626582,-121.52151,SACRAMENTO,CA,95833,0,0,Residential,True,WAY
6217 LEOLA WAY,1360,Tue May 20 00:00:00 EDT 2008,222381,38.513065999999995,-121.45190900000001,SACRAMENTO,CA,95824,3,1,Residential,False,WAY
2340 HURLEY WAY,0,Tue May 20 00:00:00 EDT 2008,225000,38.588815999999994,-121.408549,SACRAMENTO,CA,95825,0,0,Condo,True,WAY
3035 BRUNNET LN,1522,Tue May 20 00:00:00 EDT 2008,225000,38.624762,-121.522775,SACRAMENTO,CA,95833,3,2,Residential,False,LN
3025 EL PRADO WAY,1751,Tue May 20 00:00:00 EDT 2008,225000,38.606603,-121.394147,SACRAMENTO,CA,95825,4,2,Residential,False,WAY
9387 GRANITE FALLS CT,1465,Tue May 20 00:00:00 EDT 2008,225000,38.419214000000004,-121.348533,ELK GROVE,CA,95624,3,2,Residential,False,CT
9257 CALDERA WAY,1605,Tue May 20 00:00:00 EDT 2008,228000,38.558209999999995,-121.35502199999999,SACRAMENTO,CA,95826,4,2,Residential,False,WAY
441 ARLINGDALE CIR,1475,Tue May 20 00:00:00 EDT 2008,229665,38.702892999999996,-121.454949,RIO LINDA,CA,95673,4,2,Residential,False,CIR
2284 LOS ROBLES RD,1216,Tue May 20 00:00:00 EDT 2008,230000,39.008159,-121.03623,MEADOW VISTA,CA,95722,3,1,Residential,False,RD
8164 CHENIN BLANC LN,1315,Tue May 20 00:00:00 EDT 2008,230000,38.665644,-121.259969,FAIR OAKS,CA,95628,2,2,Residential,False,LN
4620 CHAMBERLIN CIR,1567,Tue May 20 00:00:00 EDT 2008,230000,38.390557,-121.449805,ELK GROVE,CA,95757,3,2,Residential,False,CIR
5340 BIRK WAY,1776,Tue May 20 00:00:00 EDT 2008,234000,38.672495,-121.515251,SACRAMENTO,CA,95835,3,2,Residential,False,WAY
51 ANJOU CIR,2187,Tue May 20 00:00:00 EDT 2008,235000,38.661658,-121.54063300000001,SACRAMENTO,CA,95835,3,2,Residential,False,CIR
2125 22ND AVE,1291,Tue May 20 00:00:00 EDT 2008,236250,38.534596,-121.493121,SACRAMENTO,CA,95822,3,1,Residential,False,AVE
611 BLOSSOM ROCK LN,0,Tue May 20 00:00:00 EDT 2008,240000,38.6457,-121.1197,FOLSOM,CA,95630,0,0,Condo,True,LN
8830 ADUR RD,0,Tue May 20 00:00:00 EDT 2008,242000,38.43742,-121.372876,ELK GROVE,CA,95624,0,0,Residential,True,RD
7344 BUTTERBALL WAY,1503,Tue May 20 00:00:00 EDT 2008,245000,38.699489,-121.361828,SACRAMENTO,CA,95842,3,2,Residential,False,WAY
8219 GWINHURST CIR,2491,Tue May 20 00:00:00 EDT 2008,245000,38.459711,-121.38428300000001,SACRAMENTO,CA,95828,4,3,Residential,False,CIR
3240 S ST,1269,Tue May 20 00:00:00 EDT 2008,245000,38.562296,-121.46748899999999,SACRAMENTO,CA,95816,2,1,Residential,False,ST
221 PICASSO CIR,0,Tue May 20 00:00:00 EDT 2008,250000,38.676658,-121.52812800000001,SACRAMENTO,CA,95835,0,0,Residential,True,CIR
5706 GREENACRES WAY,1176,Tue May 20 00:00:00 EDT 2008,250000,38.669882,-121.21353300000001,ORANGEVALE,CA,95662,3,2,Residential,False,WAY
6900 LONICERA DR,1456,Tue May 20 00:00:00 EDT 2008,250000,38.692199,-121.250975,ORANGEVALE,CA,95662,4,2,Residential,False,DR
419 DAWNRIDGE RD,1498,Tue May 20 00:00:00 EDT 2008,250000,38.725283000000005,-121.297953,ROSEVILLE,CA,95678,3,2,Residential,False,RD
5312 MARBURY WAY,1574,Tue May 20 00:00:00 EDT 2008,255000,38.710221000000004,-121.341651,ANTELOPE,CA,95843,3,2,Residential,False,WAY
6344 BONHAM CIR,2085,Tue May 20 00:00:00 EDT 2008,256054,38.682358,-121.272876,CITRUS HEIGHTS,CA,95610,5,4,Multi-Family,False,CIR
8207 YORKTON WAY,2170,Tue May 20 00:00:00 EDT 2008,257729,38.45967,-121.36046100000002,SACRAMENTO,CA,95829,3,2,Residential,False,WAY
7922 MANSELL WAY,1595,Tue May 20 00:00:00 EDT 2008,260000,38.409634000000004,-121.41078700000001,ELK GROVE,CA,95758,4,2,Residential,False,WAY
5712 MELBURY CIR,1567,Tue May 20 00:00:00 EDT 2008,261000,38.705849,-121.334701,ANTELOPE,CA,95843,3,2,Residential,False,CIR
632 NEWBRIDGE LN,0,Tue May 20 00:00:00 EDT 2008,261800,38.879084000000006,-121.29858600000001,LINCOLN,CA,95648,4,2,Residential,True,LN
1570 GLIDDEN AVE,1253,Tue May 20 00:00:00 EDT 2008,264469,38.482704,-121.500433,SACRAMENTO,CA,95822,4,2,Residential,False,AVE
8108 FILIFERA WAY,1768,Tue May 20 00:00:00 EDT 2008,265000,38.717042,-121.35468,ANTELOPE,CA,95843,4,3,Residential,False,WAY
230 BANKSIDE WAY,0,Tue May 20 00:00:00 EDT 2008,270000,38.676937,-121.52924399999999,SACRAMENTO,CA,95835,0,0,Residential,True,WAY
5342 CALABRIA WAY,2030,Tue May 20 00:00:00 EDT 2008,270000,38.671807,-121.498274,SACRAMENTO,CA,95835,4,3,Residential,False,WAY
47 NAPONEE CT,1531,Tue May 20 00:00:00 EDT 2008,270000,38.665704,-121.529096,SACRAMENTO,CA,95835,3,2,Residential,False,CT
4236 ADRIATIC SEA WAY,0,Tue May 20 00:00:00 EDT 2008,270000,38.647960999999995,-121.54316200000001,SACRAMENTO,CA,95834,0,0,Residential,True,WAY
8864 REMBRANT CT,1653,Tue May 20 00:00:00 EDT 2008,275000,38.435288,-121.375703,ELK GROVE,CA,95624,4,3,Residential,False,CT
9455 SEA CLIFF WAY,2056,Tue May 20 00:00:00 EDT 2008,275000,38.411522,-121.481406,ELK GROVE,CA,95758,4,2,Residential,False,WAY
9720 LITTLE HARBOR WAY,2494,Tue May 20 00:00:00 EDT 2008,280000,38.404934000000004,-121.352405,ELK GROVE,CA,95624,4,3,Residential,False,WAY
8806 PHOENIX AVE,1450,Tue May 20 00:00:00 EDT 2008,286013,38.660322,-121.230101,FAIR OAKS,CA,95628,3,2,Residential,False,AVE
3578 LOGGERHEAD WAY,2169,Tue May 20 00:00:00 EDT 2008,292000,38.633028,-121.52675500000001,SACRAMENTO,CA,95834,4,2,Residential,False,WAY
1416 LOCKHART WAY,1440,Tue May 20 00:00:00 EDT 2008,292000,38.752399,-121.33032800000001,ROSEVILLE,CA,95747,3,2,Residential,False,WAY
5413 BUENA VENTURA WAY,1527,Tue May 20 00:00:00 EDT 2008,293993,38.664552,-121.25593700000002,FAIR OAKS,CA,95628,3,2,Residential,False,WAY
37 WHITE BIRCH CT,1401,Tue May 20 00:00:00 EDT 2008,294000,38.776327,-121.28451399999999,ROSEVILLE,CA,95678,3,2,Residential,False,CT
405 MARLIN SPIKE WAY,1411,Tue May 20 00:00:00 EDT 2008,296769,38.65783,-121.456842,SACRAMENTO,CA,95838,3,2,Residential,False,WAY
1102 CHESLEY LN,0,Tue May 20 00:00:00 EDT 2008,297500,38.864864000000004,-121.313988,LINCOLN,CA,95648,4,4,Residential,True,LN
11281 STANFORD COURT LN Unit 604,0,Tue May 20 00:00:00 EDT 2008,300000,38.625289,-121.26028600000001,GOLD RIVER,CA,95670,0,0,Condo,True,LN
7320 6TH ST,1284,Tue May 20 00:00:00 EDT 2008,300000,38.700553,-121.452223,RIO LINDA,CA,95673,3,1,Residential,False,ST
993 MANTON CT,2307,Tue May 20 00:00:00 EDT 2008,300000,38.272942,-121.289148,GALT,CA,95632,4,3,Residential,False,CT
4487 PANORAMA DR,1329,Tue May 20 00:00:00 EDT 2008,300000,38.694559000000005,-120.848157,PLACERVILLE,CA,95667,3,2,Residential,False,DR
5651 OVERLEAF WAY,1910,Tue May 20 00:00:00 EDT 2008,300500,38.677454,-121.49479099999999,SACRAMENTO,CA,95835,4,2,Residential,False,WAY
2015 PROMONTORY POINT LN,1981,Tue May 20 00:00:00 EDT 2008,305000,38.628732,-121.261149,GOLD RIVER,CA,95670,3,2,Residential,False,LN
3224 PARKHAM DR,0,Tue May 20 00:00:00 EDT 2008,306500,38.772771,-121.364877,ROSEVILLE,CA,95747,0,0,Residential,True,DR
15 VANESSA PL,0,Tue May 20 00:00:00 EDT 2008,312500,38.668692,-121.54548999999999,SACRAMENTO,CA,95835,0,0,Residential,True,PL
1312 RENISON LN,0,Tue May 20 00:00:00 EDT 2008,315000,38.866409000000004,-121.308485,LINCOLN,CA,95648,5,3,Residential,True,LN
8 RIVER RAFT CT,2205,Tue May 20 00:00:00 EDT 2008,319789,38.447353,-121.434969,SACRAMENTO,CA,95823,4,2,Residential,False,CT
2251 LAMPLIGHT LN,1449,Tue May 20 00:00:00 EDT 2008,330000,38.849924,-121.275729,LINCOLN,CA,95648,2,2,Residential,False,LN
106 FARHAM DR,1258,Tue May 20 00:00:00 EDT 2008,330000,38.667834,-121.168578,FOLSOM,CA,95630,3,2,Residential,False,DR
5405 NECTAR CIR,2575,Tue May 20 00:00:00 EDT 2008,331000,38.387014,-121.44096699999999,ELK GROVE,CA,95757,3,2,Residential,False,CIR
5411 10TH AVE,539,Tue May 20 00:00:00 EDT 2008,334000,38.542727,-121.442449,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
3512 RAINSONG CIR,2208,Tue May 20 00:00:00 EDT 2008,336000,38.573488,-121.28280900000001,RANCHO CORDOVA,CA,95670,4,3,Residential,False,CIR
1106 55TH ST,1108,Tue May 20 00:00:00 EDT 2008,339000,38.563805,-121.43639499999999,SACRAMENTO,CA,95819,3,1,Residential,False,ST
411 ILLSLEY WAY,1595,Tue May 20 00:00:00 EDT 2008,339000,38.652002,-121.129504,FOLSOM,CA,95630,4,2,Residential,False,WAY
796 BUTTERCUP CIR,2159,Tue May 20 00:00:00 EDT 2008,345000,38.279581,-121.30082800000001,GALT,CA,95632,4,2,Residential,False,CIR
1230 SANDRA CIR,2295,Tue May 20 00:00:00 EDT 2008,350000,38.738141,-120.784145,PLACERVILLE,CA,95667,4,3,Residential,False,CIR
318 ANACAPA DR,1838,Tue May 20 00:00:00 EDT 2008,356000,38.782094,-121.297133,ROSEVILLE,CA,95678,3,2,Residential,False,DR
3975 SHINING STAR DR,1900,Tue May 20 00:00:00 EDT 2008,361745,38.487409,-121.461413,SACRAMENTO,CA,95823,4,2,Residential,False,DR
1620 BASLER ST,1718,Tue May 20 00:00:00 EDT 2008,361948,38.591822,-121.47864399999999,SACRAMENTO,CA,95811,4,2,Residential,False,ST
9688 NATURE TRAIL WAY,3389,Tue May 20 00:00:00 EDT 2008,370000,38.405224,-121.479275,ELK GROVE,CA,95757,5,3,Residential,False,WAY
5924 TANUS CIR,0,Tue May 20 00:00:00 EDT 2008,380000,38.778690999999995,-121.204292,ROCKLIN,CA,95677,4,2,Residential,True,CIR
9629 CEDAR OAK WAY,3260,Tue May 20 00:00:00 EDT 2008,385000,38.405527,-121.43174599999999,ELK GROVE,CA,95757,5,4,Residential,False,WAY
3429 FERNBROOK CT,2016,Tue May 20 00:00:00 EDT 2008,399000,38.664225,-121.007173,CAMERON PARK,CA,95682,3,2,Residential,False,CT
2121 HANNAH WAY,2607,Tue May 20 00:00:00 EDT 2008,402000,38.805749,-121.28093100000001,ROCKLIN,CA,95765,4,2,Residential,False,WAY
10104 ANNIE ST,2724,Tue May 20 00:00:00 EDT 2008,406026,38.390465,-121.44347900000001,ELK GROVE,CA,95757,4,3,Residential,False,ST
1092 MAUGHAM CT,3746,Tue May 20 00:00:00 EDT 2008,420000,38.271646000000004,-121.28684799999999,GALT,CA,95632,5,4,Residential,False,CT
5404 ALMOND FALLS WAY,0,Tue May 20 00:00:00 EDT 2008,425000,38.527502,-121.233492,RANCHO CORDOVA,CA,95742,0,0,Residential,True,WAY
6306 CONEJO,3192,Tue May 20 00:00:00 EDT 2008,425000,38.512602,-121.08723300000001,RANCHO MURIETA,CA,95683,4,2,Residential,False,Unknown
14 CASA VATONI PL,0,Tue May 20 00:00:00 EDT 2008,433500,38.650221,-121.551704,SACRAMENTO,CA,95834,0,0,Residential,True,PL
1456 EAGLESFIELD LN,0,Tue May 20 00:00:00 EDT 2008,436746,38.857634999999995,-121.311375,LINCOLN,CA,95648,4,3,Residential,True,LN
4100 BOTHWELL CIR,0,Tue May 20 00:00:00 EDT 2008,438700,38.679136,-121.034329,EL DORADO HILLS,CA,95762,5,3,Residential,True,CIR
427 21ST ST,1247,Tue May 20 00:00:00 EDT 2008,445000,38.582603999999996,-121.47576000000001,SACRAMENTO,CA,95811,2,1,Residential,False,ST
1044 GALSTON DR,2581,Tue May 20 00:00:00 EDT 2008,450000,38.676306,-121.09953999999999,FOLSOM,CA,95630,4,2,Residential,False,DR
4440 SYCAMORE AVE,2068,Tue May 20 00:00:00 EDT 2008,460000,38.646374,-121.35365800000001,SACRAMENTO,CA,95841,3,1,Residential,False,AVE
1032 SOUZA DR,0,Tue May 20 00:00:00 EDT 2008,460000,38.668239,-121.06443700000001,EL DORADO HILLS,CA,95762,3,2,Residential,True,DR
9760 LAZULITE CT,3992,Tue May 20 00:00:00 EDT 2008,460000,38.403609,-121.33554099999999,ELK GROVE,CA,95624,4,3,Residential,False,CT
241 LANFRANCO CIR,3397,Tue May 20 00:00:00 EDT 2008,465000,38.665696000000004,-121.54943700000001,SACRAMENTO,CA,95835,4,4,Residential,False,CIR
5559 NORTHBOROUGH DR,3881,Tue May 20 00:00:00 EDT 2008,471750,38.677225,-121.519687,SACRAMENTO,CA,95835,5,3,Residential,False,DR
2125 BIG SKY DR,0,Tue May 20 00:00:00 EDT 2008,480000,38.801637,-121.278798,ROCKLIN,CA,95765,5,3,Residential,True,DR
2109 HAMLET PL,1598,Tue May 20 00:00:00 EDT 2008,484000,38.602754,-121.329326,CARMICHAEL,CA,95608,2,2,Residential,False,PL
9970 STATE HIGHWAY 193,1929,Tue May 20 00:00:00 EDT 2008,485000,38.787877,-120.816676,PLACERVILLE,CA,95667,4,3,Residential,False,HWY
2901 PINTAIL WAY,3070,Tue May 20 00:00:00 EDT 2008,495000,38.398488,-121.473424,ELK GROVE,CA,95757,4,3,Residential,False,WAY
201 FIRESTONE DR,0,Tue May 20 00:00:00 EDT 2008,500500,38.770153,-121.30003899999998,ROSEVILLE,CA,95678,0,0,Residential,True,DR
1740 HIGH ST,0,Tue May 20 00:00:00 EDT 2008,504000,38.891935,-121.08434,AUBURN,CA,95603,3,3,Residential,True,ST
2733 DANA LOOP,0,Tue May 20 00:00:00 EDT 2008,541000,38.628459,-121.05507800000001,EL DORADO HILLS,CA,95762,0,0,Residential,True,LOOP
9741 SADDLEBRED CT,0,Tue May 20 00:00:00 EDT 2008,560000,38.408840999999995,-121.198039,WILTON,CA,95693,0,0,Residential,True,CT
7756 TIGERWOODS DR,3984,Tue May 20 00:00:00 EDT 2008,572500,38.47643,-121.309243,SACRAMENTO,CA,95829,5,3,Residential,False,DR
5709 RIVER OAK WAY,2222,Tue May 20 00:00:00 EDT 2008,582000,38.602461,-121.330979,CARMICHAEL,CA,95608,4,2,Residential,False,WAY
2981 WRINGER DR,3838,Tue May 20 00:00:00 EDT 2008,613401,38.735372999999996,-121.22707199999999,ROSEVILLE,CA,95661,4,3,Residential,False,DR
8616 ROCKPORTE CT,0,Tue May 20 00:00:00 EDT 2008,614000,38.742118,-121.359909,ROSEVILLE,CA,95747,4,2,Residential,True,CT
4128 HILL ST,2846,Tue May 20 00:00:00 EDT 2008,680000,38.64167,-121.26209899999999,FAIR OAKS,CA,95628,5,5,Residential,False,ST
1409 47TH ST,2484,Tue May 20 00:00:00 EDT 2008,699000,38.563244,-121.446876,SACRAMENTO,CA,95819,5,2,Residential,False,ST
3935 EL MONTE DR,1624,Tue May 20 00:00:00 EDT 2008,839000,38.813337,-121.133348,LOOMIS,CA,95650,4,4,Residential,False,DR
5840 WALERGA RD,840,Mon May 19 00:00:00 EDT 2008,40000,38.673678,-121.35747099999999,SACRAMENTO,CA,95842,2,1,Condo,False,RD
923 FULTON AVE,484,Mon May 19 00:00:00 EDT 2008,48000,38.582279,-121.401482,SACRAMENTO,CA,95825,1,1,Condo,False,AVE
261 REDONDO AVE,970,Mon May 19 00:00:00 EDT 2008,61500,38.620684999999995,-121.46053899999998,SACRAMENTO,CA,95815,3,1,Residential,False,AVE
4030 BROADWAY,623,Mon May 19 00:00:00 EDT 2008,62050,38.546797999999995,-121.46003799999998,SACRAMENTO,CA,95817,2,1,Residential,False,BROADWAY
3660 22ND AVE,932,Mon May 19 00:00:00 EDT 2008,65000,38.532718,-121.46746999999999,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
3924 HIGH ST,796,Mon May 19 00:00:00 EDT 2008,65000,38.638797,-121.43504899999999,SACRAMENTO,CA,95838,2,1,Residential,False,ST
4734 14TH AVE,834,Mon May 19 00:00:00 EDT 2008,68000,38.539446999999996,-121.45085800000001,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
4734 14TH AVE,834,Mon May 19 00:00:00 EDT 2008,68000,38.539446999999996,-121.45085800000001,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
5050 RHODE ISLAND DR Unit 4,924,Mon May 19 00:00:00 EDT 2008,77000,38.658739000000004,-121.33356100000002,SACRAMENTO,CA,95841,2,1,Condo,False,DR
4513 GREENHOLME DR,795,Mon May 19 00:00:00 EDT 2008,82732,38.669104,-121.359008,SACRAMENTO,CA,95842,2,1,Condo,False,DR
3845 ELM ST,1250,Mon May 19 00:00:00 EDT 2008,84000,38.637337,-121.43283500000001,SACRAMENTO,CA,95838,3,1,Residential,False,ST
3908 17TH AVE,984,Mon May 19 00:00:00 EDT 2008,84675,38.537279999999996,-121.463531,SACRAMENTO,CA,95820,2,1,Residential,False,AVE
